major,class_year,study_hours,sleep_hours,class_attendance,coffee_cups,exam_score,letter_grade
Biology,Senior,11.191229390264423,9.146929250974914,83.8161849182242,1,91.83960403135578,A
Business,Junior,11.12927518709112,6.922999588542299,95.25995658670185,2,86.35030908905323,B
Psychology,Sophomore,16.39510740794876,7.397235294897545,91.8547203148484,4,100.0,A
Engineering,Senior,15.301665395952119,7.42444531533968,93.29342339499173,2,96.57865069051101,A
Computer Science,Senior,15.254038544002555,8.619707951787127,89.68485513043214,0,100.0,A
Biology,Freshman,17.221915228617316,7.114234020851743,75.32286308409121,2,90.94103348832535,A
Engineering,Senior,12.084015366531036,7.451119373193306,86.35080756690814,3,82.34555175848999,B
Business,Sophomore,14.727811885179856,7.7471068587448855,99.54009218573525,1,87.84057087334644,B
Computer Science,Freshman,10.758932973626177,7.367948210840723,98.12164199491357,1,91.36310935313956,A
Engineering,Freshman,13.296665409953768,6.798209746904525,71.29521207391035,1,96.65316722941559,A
Computer Science,Sophomore,11.479427782529262,7.374680993608477,74.94444447188312,2,89.92656516652517,B
Biology,Junior,12.387983859970873,8.166268574873795,73.95186320363686,4,98.97091668936604,A
Business,Senior,14.380628101747654,6.276136230530046,91.77939729955887,4,81.62725923062885,B
Computer Science,Freshman,8.72711726706611,7.319672706732189,94.53355989570835,1,93.51695994005281,A
Engineering,Junior,20.369549102741843,6.569891266554745,76.40534098932015,1,100.0,A
Biology,Sophomore,7.975930474001192,8.275541966032359,85.17558078855487,6,85.84533596981714,B
Biology,Senior,7.143245548849071,5.829131785694603,95.221090840336,1,88.71322915617834,B
Engineering,Senior,16.63244349400027,6.6969703374555705,91.98404634298751,2,83.38384553156178,B
Engineering,Freshman,15.166650775851743,7.539490687558069,86.26711616475545,0,90.48028264810974,A
Computer Science,Senior,14.49647926820862,8.608971626310908,87.71043071376319,1,88.9232841440697,B
Psychology,Senior,14.51338203705712,7.140824765034311,85.2508164074884,3,98.41251221913588,A
Biology,Senior,11.951012908612341,6.7003204259761215,78.92645353956462,4,77.94158312109417,C
Computer Science,Senior,8.410982514056673,8.89304136249653,86.95065978577048,3,87.90368476936935,B
Engineering,Sophomore,12.303218232774906,5.89678748962538,90.66655906150272,2,96.87655049851658,A
Computer Science,Junior,9.291353153951553,5.221074639041927,96.19968747582423,0,83.83421209792829,B
Engineering,Sophomore,15.900478933671005,7.5960130050479995,89.08874061937745,1,98.64508135094023,A
Business,Sophomore,11.411770473991446,6.74815119808265,92.83364611129474,1,77.32513511269916,C
Engineering,Freshman,8.698011212829954,6.280890464582358,74.80214904863719,3,71.78215263609653,C
Engineering,Senior,10.714456633388027,7.8375208025694185,83.8467242325937,4,95.32503703968112,A
Engineering,Sophomore,13.651725817102497,7.419420642394079,70.2799485948128,1,97.39771979245928,A
Psychology,Senior,9.745101788784101,6.692329232336944,77.4003659356487,1,81.1655616288101,B
Engineering,Sophomore,8.711118417734275,6.047726041196196,91.79385145339015,1,74.89277321468258,C
Biology,Sophomore,12.97474884596765,7.985211595452131,99.7542985404809,1,74.31580186941602,C
Biology,Freshman,12.979866284434891,7.785181060162795,72.97534298761647,2,81.66665806652544,B
Computer Science,Junior,9.972227298515481,7.110741722598555,82.04482947583864,2,97.89636533774967,A
Psychology,Junior,10.11584677752671,8.8619732964429,94.00212906097478,2,75.30417828720337,C
Computer Science,Sophomore,12.928199749430545,6.2369237103064625,76.12106903886696,3,89.31326358397556,B
Biology,Freshman,6.2076626340107035,5.8270273461677355,86.65254847906859,1,80.45695059963674,B
Biology,Senior,6.370144902493779,6.57728273710688,91.99213888089025,2,63.840861547128284,D
Business,Senior,9.126223114990257,7.158972585280052,88.47956350780537,1,82.2938335291473,B
Engineering,Sophomore,11.146211393152612,7.419005504390423,75.64074203846249,2,93.15349762160662,A
Biology,Junior,13.243630262392019,6.9828875479293036,80.66153706057219,1,89.71031247441441,B
Computer Science,Freshman,17.90142486779821,7.516849856862867,93.51375353456191,1,100.0,A
Computer Science,Junior,15.430638492808077,6.0736145182286005,86.6267954239605,2,79.70903239049511,C
Engineering,Senior,11.36024588014629,8.499388143665934,70.15688840628738,1,96.21145139089178,A
Engineering,Junior,11.923935168389244,7.126063939446688,92.82972280084282,1,85.53933938045466,B
Business,Senior,7.989882541448765,8.205566248429315,71.05934064820717,0,86.06145220252465,B
Psychology,Freshman,11.92594745603044,7.508452811739934,92.37201348193696,1,91.03022083447084,A
Computer Science,Freshman,10.845365444319446,7.611077897238406,76.07441680495712,1,79.41117124648041,C
Engineering,Sophomore,13.290874241352357,7.7127905522089835,98.74220440358141,2,92.64108029896339,A
Computer Science,Sophomore,8.691076225790708,7.602937704015583,81.03822253906253,0,65.66156264157664,D
Engineering,Junior,14.07738605696469,7.77845048388079,79.80794849014237,2,97.46390505571466,A
Biology,Freshman,18.13095565201031,8.396237277119189,74.46664150997334,3,100.0,A
Computer Science,Freshman,11.56495940617257,7.376869052731323,79.16812646470645,0,91.61749562182146,A
Biology,Sophomore,13.606846888395765,7.8381033818296615,96.29952285484602,2,100.0,A
Computer Science,Senior,14.76057596684445,7.119237875141496,99.89003012881741,2,96.09308266144772,A
Psychology,Junior,10.395118112456656,8.496105493904526,81.04928591520545,1,86.79813344664765,B
Business,Junior,12.896369927241667,6.591246928146657,83.45831892863627,2,81.21033753886132,B
Biology,Sophomore,12.05036960312718,8.820846389619735,91.66212814608211,0,84.044316602117,B
Engineering,Freshman,12.390704394195327,7.163857844420091,96.58587341395224,3,97.4992133952785,A
Psychology,Sophomore,8.907960864578135,5.9123024080937565,87.79133002560353,3,89.95665075986037,B
Computer Science,Sophomore,12.09804069703577,7.315293973419711,81.74577094533488,0,85.68374700311183,B
Biology,Sophomore,13.9919931649818,6.587053508272607,82.37865522545871,1,91.03098720339507,A
Computer Science,Sophomore,17.804574431180168,7.956579194089851,90.8685443949042,2,93.86801753978101,A
Computer Science,Senior,15.837083304340828,6.612638418627848,70.09654790812836,1,100.0,A
Computer Science,Senior,20.612729830046227,6.798434910106699,88.58768012379522,2,100.0,A
Business,Freshman,8.930609748447802,5.4994133421490226,80.66479031324073,0,93.42620095151868,A
Business,Sophomore,15.489282546882713,6.792924312675831,93.82591993831252,1,87.23922345471782,B
Engineering,Senior,12.733368022953407,5.018508606033939,72.78971919469396,3,82.51710936740267,B
Biology,Freshman,20.75921173287069,5.774487458862849,87.64606800845172,2,100.0,A
Psychology,Sophomore,8.766806858579393,7.8843731905298675,84.42918669658371,3,86.28545117647563,B
Psychology,Junior,8.641112631276895,7.907220142785749,89.26976577715682,1,79.14593690260673,C
Psychology,Senior,9.602429418223911,7.582911805606469,71.94560783448905,0,75.51602370487272,C
Computer Science,Freshman,3.5044171027607725,6.329721471183708,87.39951362284394,2,74.25556006423783,C
Business,Junior,9.896979913276956,7.157059779472219,86.84453763878571,1,88.27802837878228,B
Biology,Sophomore,8.963469353785207,7.196757714818489,86.81980283248512,1,73.18457634604539,C
Computer Science,Sophomore,12.60157514590483,6.157471779726712,88.10462999789365,0,97.80321539942466,A
Business,Sophomore,13.367023903108638,8.553058471590436,90.29403811679086,2,100.0,A
Business,Senior,19.504683356863545,7.989626061518105,94.14966999042309,1,100.0,A
Biology,Freshman,15.8016953527442,7.001132243553303,78.09462160384643,6,95.9022110403755,A
Biology,Junior,9.692385377350387,7.224197255095078,94.75148230540186,3,86.59200588174073,B
Biology,Freshman,8.406341314606568,7.387544527152797,84.9476704679036,0,72.68164312081358,C
Computer Science,Senior,13.967676686026023,5.362438618418139,72.31174837402993,2,89.01279847019711,B
Engineering,Freshman,6.719067171917431,6.977540355731463,71.75652787731937,1,58.029189954942105,F
Biology,Senior,19.325835063417415,6.586214176801981,80.02714956088182,2,100.0,A
Engineering,Sophomore,16.717760482885147,6.298541991094576,93.54690931334403,3,83.73494026945431,B
Computer Science,Junior,10.12329739158118,6.947009736402641,91.23042804222747,2,94.71912749351456,A
Engineering,Sophomore,5.14746188363649,8.817917874164571,93.65844894017219,2,71.91033220351554,C
Psychology,Freshman,17.41548949666165,7.776758575140309,85.51807169324829,2,98.28587889991668,A
Engineering,Sophomore,11.541840618989529,6.6859389091954835,83.20596993866472,0,80.39908647689414,B
Biology,Junior,16.951265247893847,7.715324503220543,74.42357580118852,1,96.56145930882067,A
Computer Science,Sophomore,5.622289364822532,8.459419892927402,79.84578260827935,0,86.40641720318496,B
Biology,Junior,9.602499908184909,8.032170314621492,83.02058098521626,2,63.2712860176584,D
Psychology,Junior,12.020974798872732,7.253667332928157,72.65801289038852,2,97.54236864561776,A
Biology,Sophomore,12.187922375058967,6.617756900064983,76.61835858133634,1,89.44425242404087,B
Biology,Senior,10.199738114083026,7.828400982252231,87.94675882191217,0,74.52585214150328,C
Biology,Freshman,14.491399729389995,7.554136846879575,92.0698934271757,0,84.60978553058345,B
Business,Senior,7.7295182824696225,8.005673898024959,99.95042534178849,0,92.42459528613624,A
Psychology,Senior,11.430482059914826,7.771654621513773,97.99339994030673,4,79.24048742454143,C
Biology,Sophomore,12.481182526847595,8.144597443787402,89.27695598605575,1,80.44869363997813,B
Biology,Freshman,14.057755336234996,6.718288309595489,82.63744159882216,1,100.0,A
Biology,Freshman,14.846459512355558,8.385654659070893,89.08532094124698,1,97.94911592607589,A
Computer Science,Senior,7.501431632648523,7.37783964422316,93.56954854240696,3,70.06650444587031,C
Business,Sophomore,5.863543317057511,9.06773478536274,73.55008572770161,3,78.23439727880758,C
Computer Science,Freshman,17.110707287594035,6.579730963719389,82.29714669088865,3,89.30713100916375,B
Business,Senior,13.329256047918367,8.762367422848724,95.19406856906852,1,100.0,A
Biology,Freshman,9.006053853773786,7.378119705116383,81.51498855799132,1,89.37146575496197,B
Psychology,Sophomore,18.204607902090093,6.613723796746997,87.1561681368156,5,100.0,A
Engineering,Sophomore,12.462698537171434,6.764502749351111,87.63308082586595,1,90.45797939577996,A
Engineering,Sophomore,16.717188736255306,6.911687422625112,75.53428759400919,1,100.0,A
Biology,Freshman,12.270073925640435,7.581749351761725,80.86706324956864,1,88.36427728315735,B
Computer Science,Junior,20.24299169952795,7.67055193923195,80.03533866225797,0,96.585416644443,A
Psychology,Freshman,19.021363369772818,6.683669996455279,70.78590125596195,0,100.0,A
Business,Junior,11.004143406083706,7.178080866965115,70.72575291674066,0,100.0,A
Biology,Sophomore,15.886283803817422,9.128043322750678,94.9509113102732,3,90.52381340703754,A
Psychology,Senior,14.58150379834059,8.754788853090641,78.19212429918437,0,92.31978950243338,A
Psychology,Junior,17.474526230129396,7.592691302706629,85.54236298716447,0,100.0,A
Business,Sophomore,8.140306157679582,7.23420313035138,78.96176720766319,0,78.32873945037622,C
Psychology,Sophomore,14.744205839993757,7.308028194046435,98.22037735346021,1,85.5408664960374,B
Computer Science,Junior,16.23369794739835,7.752166175457376,77.77890276597321,1,100.0,A
Computer Science,Senior,4.965042054307543,6.279486691321435,82.88970438216805,0,88.90264833259683,B
Computer Science,Sophomore,7.2669659493369,6.96836111631899,96.18190751453805,2,78.00891843521093,C
Psychology,Junior,3.8430712889595977,5.698274333510169,95.25800700375426,0,59.76962201808836,F
Computer Science,Senior,10.922372662221768,7.559300810344752,75.58304253538832,1,72.97648687197722,C
Business,Senior,14.870169023183848,7.7824763457324675,94.07929929387132,0,96.45189421937262,A
Psychology,Sophomore,18.00942820838411,6.765132183930564,83.74560660213677,3,100.0,A
Engineering,Freshman,12.2963791216791,8.61658808696103,84.48906616256066,2,93.77825817009862,A
Psychology,Freshman,18.51446218228517,6.096810903297893,74.00439917247832,1,99.85780242862339,A
Business,Sophomore,6.4795941671404345,5.882062607811162,72.41804541271374,1,68.36402786511124,D
Engineering,Senior,5.186470242579381,7.402006636703975,91.83817920921295,3,63.77593542698589,D
Psychology,Sophomore,11.777809204413526,8.14238847235094,84.893834570659,1,94.80277356883524,A
Computer Science,Junior,13.536261795757229,8.715534922312083,83.10552107845538,1,100.0,A
Biology,Freshman,11.869221007623628,6.787004163417954,91.88524685957191,1,73.92695416837304,C
Biology,Junior,3.7302315998404936,8.170812750088166,92.96538696973329,2,83.1814404702268,B
Computer Science,Sophomore,11.643519841948846,7.165342377449364,74.7672450300806,1,90.95632698561353,A
Biology,Sophomore,6.782121997980587,7.044635430053263,88.30675448432925,0,86.68437870180354,B
Biology,Senior,14.678690195320154,7.995293943738005,74.06062246833056,1,83.54903735743044,B
Computer Science,Senior,13.466392984387394,7.7870905905720775,92.54125258087137,2,80.38010720818687,B
Computer Science,Senior,8.24048085469058,5.781247058714175,89.70865468801418,1,75.60917399025216,C
Psychology,Junior,9.944532330653226,8.528886314753306,98.69843863250374,0,88.6935760147286,B
Psychology,Senior,7.763145912444194,8.442082218732708,72.06874049069263,5,94.112930918892,A
Computer Science,Sophomore,11.749283610907312,6.636993568641424,71.71164163453763,2,91.45254560747928,A
Business,Senior,15.820569282004953,7.556223180093668,78.465612240796,0,94.19813697605514,A
Biology,Freshman,8.057095814657824,7.644627167654465,77.85117051207718,3,70.98159788240177,C
Psychology,Senior,14.016186062071377,7.434606389241517,77.40936397216,3,100.0,A
Biology,Junior,9.878969526510236,6.704725361539122,97.1876374156311,0,74.07317759462548,C
Engineering,Freshman,8.828508670950622,6.595538968855754,77.48638599548518,2,92.34377596755357,A
Computer Science,Freshman,11.57187856018177,7.1770013361077,78.15849178385893,1,83.94855763970936,B
Business,Freshman,7.859030710322504,8.255456117333429,92.78194787253891,1,92.39770831965245,A
Engineering,Junior,9.785402778611271,7.68924013913499,83.4921952735162,2,88.49319664212152,B
Engineering,Sophomore,7.208488429644606,6.866447101122505,93.30131670865543,2,75.06238128136222,C
Engineering,Senior,19.858900531665558,7.8945288395835105,71.96098472693156,0,100.0,A
Computer Science,Freshman,12.141054207886915,4.636311641432933,84.62713581020154,1,80.93752370073197,B
Psychology,Freshman,9.201097968029657,8.233889130334893,71.00840800549848,0,86.01978276416949,B
Computer Science,Freshman,12.855919642936888,5.63425759909971,71.87959610366063,1,87.35166158285244,B
Psychology,Sophomore,11.55068780123668,6.873803152737182,97.19312360033233,3,80.97172662727682,B
Engineering,Sophomore,11.116121601867109,6.192297094836471,74.17736113352785,0,82.4188618838213,B
Engineering,Junior,14.4566668001737,6.034786671851185,85.97262046825651,2,91.48546320591211,A
Business,Sophomore,15.03003084018922,8.244744108640667,82.33286807802119,3,78.40331125605879,C
Psychology,Senior,9.87799540955789,6.779068918819298,80.42029978776529,4,85.5655381975659,B
Engineering,Junior,9.69672703742128,7.511853493557644,96.99500037061817,1,74.76280992492883,C
Biology,Junior,10.899793211393424,7.157771479008734,70.65470190326468,3,75.48954305793268,C
Business,Senior,2.7923153410576607,7.62933674450081,89.91369058526767,0,54.088344090192386,F
Computer Science,Senior,5.939235751205791,7.26913970195423,98.9018330264065,5,59.61888822264096,F
Business,Senior,17.467497069778098,6.045306998230288,86.80504550385525,3,86.65287402595895,B
Biology,Junior,18.579870854005136,8.096640137502426,98.10467386099276,2,97.34850842402102,A
Psychology,Junior,11.003855841774486,6.755619075154819,71.56773637858072,0,99.96798456484865,A
Computer Science,Junior,14.306227852223065,5.799076291206224,82.56379957222484,1,85.96527830453844,B
Computer Science,Senior,13.245000618174144,6.814696355130679,77.80473372886154,0,90.78304674282339,A
Psychology,Senior,24.31552323382095,8.550683811570881,91.9246289494219,2,100.0,A
Business,Freshman,16.478299645738307,7.965199567902144,99.4389127149174,0,99.2485800622043,A
Engineering,Sophomore,11.488329634076933,6.886213079032927,77.69590187332743,0,84.9840971277107,B
Business,Freshman,8.177838237598298,6.885668066113414,89.62523804422223,2,68.75739611309243,D
Biology,Senior,5.57421471896971,6.910528453904356,75.94292898279221,2,84.2364854488236,B
Engineering,Junior,12.813854543468892,9.069073185204758,86.95990763714829,1,100.0,A
Business,Senior,8.974597018862786,7.543741907008398,83.91797460065008,2,67.59845674902924,D
Psychology,Sophomore,6.310985161609303,7.587037482471963,99.16015988894611,1,67.07249485215738,D
Biology,Freshman,9.413708463029893,8.127255108628658,88.255818180894,1,80.66255854259269,B
Biology,Freshman,7.67380798554242,7.414910243123862,80.48519116260456,1,70.2884405735976,C
Biology,Junior,18.74856654029026,6.966862068761367,73.422873546638,4,100.0,A
Engineering,Freshman,15.526559027797802,7.02328513582352,74.53740486204804,0,88.86717994563755,B
Computer Science,Freshman,11.968109434733531,7.135558866527343,76.75950789853705,2,100.0,A
Engineering,Senior,17.919776555560105,7.166499987141143,77.52899984020894,0,100.0,A
Business,Freshman,12.309473230590473,7.854866589273282,95.51848173523413,1,90.5637332362667,A
Computer Science,Freshman,8.554863194686945,7.246751297226569,86.83668364847574,1,87.906716080709,B
Business,Freshman,18.09249630907863,7.859376069494021,85.70172734123099,1,100.0,A
Computer Science,Junior,14.155640174738634,7.127355077902276,73.44306615607653,1,87.32186109681247,B
Engineering,Junior,7.851015382694174,7.270771671284482,95.80419080048304,5,71.64865339251818,C
Biology,Senior,11.238645287665568,5.401619383921103,91.68442909625452,1,83.45259321250309,B
Psychology,Freshman,8.497526986460972,8.024694907232233,72.03005085700005,1,87.62469072704603,B
Biology,Junior,6.468801076142656,7.511839628308193,91.23505291689307,0,76.61160499920348,C
Engineering,Junior,15.704710190126566,8.098209098873687,86.30614652027938,3,84.08170420906099,B
Computer Science,Senior,19.637666561880522,4.59337015962568,72.45176037240334,2,93.67032612396895,A
Biology,Sophomore,6.405729704723435,9.079537234302656,83.7490192458597,0,77.12012829309052,C
Engineering,Freshman,14.251876946762284,7.074369334660344,84.54088861390142,1,91.36035845026089,A
Business,Junior,9.397429723512692,8.197364535063764,74.97323620489827,0,98.75072960864205,A
Psychology,Senior,10.051498464941215,6.264084665587022,98.37094441000846,2,70.42152008205923,C
Biology,Senior,9.630424303044524,7.751496514556313,95.49926114441986,1,86.85889217321942,B
Computer Science,Senior,8.544036921280735,6.2519259931437094,90.07067011987326,1,90.0876750831595,A
Business,Junior,12.194086511779307,6.638607935373775,83.86886683001822,3,100.0,A
Engineering,Freshman,8.676199534355849,8.922628218480108,82.35296624753525,3,79.23640191783134,C
Psychology,Sophomore,13.081827303119356,7.028385839312988,89.52920401452863,4,93.25403444759367,A
Computer Science,Freshman,11.799047562203452,7.395689585861751,86.36295608220716,2,91.60952187322938,A
Engineering,Senior,11.044207812534362,7.9830609576198786,71.86819317645657,1,87.83570247643173,B
Engineering,Senior,8.369745351833608,7.646113699175344,85.37507946310996,3,79.09184871288251,C
Biology,Sophomore,9.69291467772667,7.335377014629219,94.19210851698519,0,85.81528092894287,B
Biology,Freshman,15.021564903303023,7.5284649022196035,83.77719632790874,5,74.08217145883856,C
Computer Science,Senior,14.003668750497523,9.363074026714447,71.55869732662805,0,100.0,A
Engineering,Senior,8.089779020805796,7.148143082669773,93.588345981521,2,79.52915169907315,C
Biology,Freshman,12.397329221716904,7.380989142043471,76.04091346407924,2,86.56580882661628,B
Psychology,Senior,15.005548493487156,8.14558895640685,77.75862504664116,3,100.0,A
Psychology,Freshman,5.322378875514513,8.194973339662186,74.94119060296887,1,68.6022213853008,D
Engineering,Senior,14.17344076951974,8.268327275004342,79.90645194614493,2,90.3594526929297,A
Biology,Freshman,9.349504964216614,7.7748571998262666,92.70254517065905,2,98.16362313865382,A
Computer Science,Sophomore,14.282394674372638,6.171295578542565,85.58157578511812,1,84.0217212126348,B
Computer Science,Senior,8.946963373829933,8.670088379070986,76.14643822452138,0,78.28752972754003,C
Computer Science,Sophomore,4.780471597341924,6.168289146283181,96.33490234456123,5,68.5932678461302,D
Psychology,Senior,5.489830248467349,7.47237191871513,96.38745564854588,2,80.01206028173726,B
Biology,Senior,12.192339786645528,6.521151734982578,96.11735275138021,0,88.26729519192054,B
Biology,Junior,13.038890006885927,7.142275488066307,77.16388634144617,1,79.0579684700304,C
Psychology,Freshman,8.382733499582365,7.495886169273133,83.53718032542965,3,75.42849444797338,C
Computer Science,Sophomore,14.554369835109496,7.489221493905246,99.54968968422625,0,88.39461041240106,B
Computer Science,Sophomore,5.3539197509241605,7.579728678811756,93.16037428929971,0,72.53044810846642,C
Engineering,Sophomore,11.735680805410734,8.652340142152783,70.8150226367668,1,92.20375725417142,A
Business,Freshman,7.155935200950173,7.608180871362582,71.95613773781476,4,80.50097479623804,B
Biology,Junior,9.392655568791364,6.980259028238416,83.91794130436998,2,66.92613676131141,D
Biology,Sophomore,12.189594685265655,8.067678451459521,97.27660617584681,1,97.43015388526058,A
Biology,Freshman,8.55834653886419,8.270523440032177,86.16105393858143,2,83.25469831352248,B
Business,Senior,10.461777823080698,6.095152966376707,84.9343752410287,4,93.23489704109384,A
Engineering,Sophomore,16.025171236857762,7.737660062864872,73.16421099869892,0,100.0,A
Business,Sophomore,9.692432521907405,7.831055468079809,89.70340314172881,1,91.8805184122021,A
Computer Science,Junior,15.342768448260568,6.932192846976007,94.66309481800677,4,97.88474234823826,A
Computer Science,Sophomore,7.481172581369528,8.438136131980457,81.41260022522687,1,89.88558992660563,B
Biology,Sophomore,14.119216711661132,7.0649499716707265,93.26835552775982,0,95.83770681130281,A
Psychology,Senior,17.7662744826316,7.313018808124388,98.93429961702435,1,99.27201010243287,A
Biology,Freshman,2.1134219994908428,7.044235358144517,76.11299377383067,1,83.39535919967167,B
Psychology,Freshman,8.812418978118092,7.214021142823321,85.69988893584224,0,87.32065044433392,B
Business,Junior,14.30828850872216,6.213352421794319,78.61413874253726,0,95.38821871991553,A
Computer Science,Senior,11.18781845582803,5.903954205665135,93.78563257101519,4,73.25869657901268,C
Psychology,Freshman,13.484583493485236,8.635054556902475,87.32780097643473,2,82.31220458131293,B
Business,Senior,9.584059253136719,6.437734786513505,89.0374725265091,1,83.08325639380587,B
Computer Science,Freshman,12.3463591498916,6.3077468854893235,93.93742478847682,1,87.78778004014144,B
Psychology,Senior,11.377291058431682,5.261948897756657,81.87911417987365,1,78.00998315511816,C
Biology,Junior,16.671128246639228,6.624934427079448,97.4527020522113,0,97.74174538012196,A
Biology,Sophomore,13.017683373204852,6.009219185933252,85.9908660173842,1,100.0,A
Biology,Junior,13.350410648300809,8.677813644122732,74.73864468506044,2,97.95084368884827,A
Business,Freshman,10.352492135510131,8.10883538040837,90.87697354506408,0,75.81066769071293,C
Biology,Junior,10.049575103710026,6.580664689340049,93.79784051314763,1,81.08799164502858,B
Engineering,Sophomore,10.269767248721516,9.227192224809878,79.5028503120258,2,79.99454443758167,C
Computer Science,Junior,13.577808569513188,8.083588938292435,95.71537770996258,2,88.89496292909918,B
Business,Freshman,10.316062076718948,6.90765175484224,97.184297642973,1,79.7478888760079,C
Biology,Freshman,13.159099427585652,4.950534856613784,78.30713462133427,1,82.55465636477707,B
Computer Science,Junior,20.301603194581755,9.261848315331669,99.50564418145666,1,98.51521652529021,A
Psychology,Sophomore,15.48449881372677,5.949384779912764,74.22134584146275,1,91.96873710792252,A
Biology,Junior,10.695905871328636,5.719141127738798,76.06047005207469,1,77.62484351375271,C
Computer Science,Sophomore,16.804855688655778,8.120313388808677,75.52674517714078,3,75.71556307823758,C
Engineering,Senior,10.367698507913794,9.395777165705345,96.81969130023612,2,100.0,A
Psychology,Sophomore,3.8475018592885846,8.445845536659467,89.62877656974885,4,79.84342962915747,C
Engineering,Senior,7.967654756330384,7.707518208047124,74.56312849666818,2,76.07971197659757,C
Computer Science,Junior,4.516832315896577,7.735278907498758,83.20970255105047,2,71.69050185414538,C
Engineering,Sophomore,10.593946063834766,7.968074002902277,88.45894075209407,2,75.8855575662494,C
Computer Science,Senior,12.073673516758207,7.883035730808089,72.5039225496815,2,100.0,A
Computer Science,Senior,18.70574924910113,7.453072281572439,96.47249105222016,0,100.0,A
Engineering,Senior,13.30770949505665,7.293780993556688,94.10810606324605,1,91.47118220543187,A
Computer Science,Freshman,11.123597884764543,7.14366618489043,85.15620320729914,2,93.37565977730038,A
Biology,Junior,15.317622324733957,6.521431870019992,99.01379845777511,1,94.8832111509161,A
Computer Science,Senior,3.1554587639684595,6.947392430819903,82.53282937825298,1,56.66929441595302,F
Business,Sophomore,12.942458232434264,5.676338867224153,99.52330957109493,1,83.69332946048235,B
Computer Science,Senior,15.083460775547866,7.111494335884725,90.03759996410881,1,94.90627894420805,A
Business,Freshman,6.085655016880634,6.3102680035641745,89.04013819761825,1,69.2174612925361,D
Computer Science,Junior,16.575016172827716,6.206769614505807,74.97864685887355,0,94.0259637824994,A
Computer Science,Freshman,13.353985629977657,7.361904736038131,96.45783274913933,2,89.69042902993512,B
Engineering,Freshman,10.338848344396794,8.452802057710139,82.82469063761846,2,84.77764146131447,B
Biology,Freshman,14.53112746442514,8.026484945402082,74.86700217347438,2,94.4262757638183,A
Biology,Sophomore,21.082771431217584,5.786549456739141,70.37822559927277,0,96.5770808026146,A
Psychology,Junior,12.72746502023398,6.309334677086697,86.79267050915148,3,81.72829586712132,B
Engineering,Junior,12.992882345201345,8.046694069189394,85.82198866368029,1,80.3777081376273,B
Engineering,Sophomore,10.162556401839023,6.315761345815521,91.58060867107476,0,89.65379050025874,B
Biology,Junior,8.600622522140833,6.997830165002678,96.70774159053406,1,62.57293926149124,D
Engineering,Freshman,15.321343266176982,7.6950468891220964,72.38219753929089,1,100.0,A
Biology,Junior,8.57566469636453,6.328489990622728,91.94489471021087,4,89.44999249603882,B
Engineering,Sophomore,12.28626494887757,7.2948379555313645,75.62235832292747,1,85.55459512496674,B
Computer Science,Freshman,10.089370212939533,5.999377054573616,95.74531159471492,0,60.37058334770901,D
Biology,Sophomore,13.915919302985568,6.658769120443908,94.57190541584968,2,87.71269165149579,B
Biology,Senior,13.334648421147794,7.487803740728284,86.22381264956633,1,90.05445884730702,A
Business,Freshman,16.150159777031597,5.766305639821498,91.30728395869934,1,86.09502420977044,B
Engineering,Freshman,9.959934404581013,7.596427264164359,79.43050339551245,1,79.18474943585883,C
Engineering,Junior,10.920500258826515,7.182325980965987,84.13503696798443,1,97.04015113177412,A
Biology,Freshman,8.08494513687077,7.697240958975433,94.64910693131415,1,84.65215803799278,B
Computer Science,Sophomore,10.222826959695553,7.401522720658195,83.77795591519642,3,76.19599047729271,C
Computer Science,Junior,13.509201972179408,8.42772638697646,80.73394795976326,1,79.58104056249594,C
