activity_level,age_group,weekly_workouts,avg_daily_steps,sleep_hours,water_liters,resting_heart_rate,vo2_estimate,fitness_level
Moderately Active,56+,1,9243.37077510312,7.782622490253379,2.099020474380851,77.3731830131329,36.31241714612575,Good
Moderately Active,26-35,3,9588.552358725088,8.248425686244378,2.3752248422127398,73.1382291337029,40.38311607740532,Good
Moderately Active,36-45,0,6502.966132132844,6.746943791081121,1.9864900417244045,74.05577047266607,33.545631623826054,Fair
Moderately Active,36-45,3,9775.912093747866,6.846612623632064,2.7013644360689826,71.4342739581872,40.081001894220655,Good
Very Active,26-35,2,6638.108264942156,6.967267301748543,2.1593780065278403,73.29113415981679,37.96514127419434,Good
Moderately Active,36-45,3,5962.4823710122855,7.362947124213372,1.8226617042012696,73.43210524056947,37.118113977779245,Good
Very Active,18-25,1,7839.593895762213,6.666115138960904,2.305172843483261,72.9332285961508,31.15291037038835,Fair
Very Active,18-25,5,10790.784149754245,6.361441432370132,0.3,62.18657590829676,44.752526627573374,Good
Sedentary,46-55,2,5882.800154292003,6.927011994013932,1.7066884700328528,73.8004832170063,35.19230863957444,Good
Moderately Active,18-25,3,9579.427468739977,5.906681304495837,3.138533446893714,70.63080854981553,42.32131499264715,Good
Moderately Active,56+,0,9109.161576951385,5.959843914093763,3.049701724902117,79.32612000999738,36.75459834563155,Good
Very Active,56+,2,7102.622124227629,7.205379712005311,1.1911771234717712,71.7564166462571,40.28275742020189,Good
Sedentary,36-45,1,5220.011461064601,7.364178944482206,1.844511712426547,75.84297525028614,33.11666093347047,Fair
Very Active,26-35,2,10874.594536439155,8.711561303966711,1.9873375288398194,69.36384590300088,37.475542548787644,Good
Very Active,18-25,4,7347.206970082754,5.622011889090645,0.3,71.19971542316796,38.344330916328126,Good
Sedentary,26-35,3,10483.224204246255,7.922476881830119,0.6435170068847333,70.37831192194535,41.85019171329419,Good
Moderately Active,46-55,1,9332.783352898248,7.616725155537403,2.9631640025637607,70.08631753933004,36.155237241550765,Good
Lightly Active,18-25,3,8708.900762209621,6.5751156114458436,2.1172367896610553,66.31308873648857,38.3592957304277,Good
Sedentary,18-25,1,11901.754646638503,7.392174829395776,1.063515135976834,74.81797292442221,39.98543261926149,Good
Moderately Active,26-35,2,3008.8124114162165,5.13877601672265,0.9924006102348287,74.33613017274185,36.0818027732034,Good
Very Active,18-25,3,6821.5418347173045,7.6102214427701345,2.093761049735619,70.89923411986146,34.418913334303504,Fair
Sedentary,56+,4,10564.764650888477,7.428275611657006,1.3320159940758232,70.57521515282275,43.751766909145495,Good
Sedentary,46-55,1,9527.957019392234,7.5030446512285955,2.5519892331985092,66.74775591554106,35.28407048524336,Good
Very Active,26-35,0,6754.062941929063,7.056065509903087,1.515282288385911,80.06853261693266,35.59285852480984,Good
Very Active,46-55,4,12302.626959994865,8.40216075066588,1.0907097334906626,80.14255794261578,43.89234179327397,Good
Sedentary,36-45,3,10990.214366286067,7.2225201352721475,1.7645491134754856,62.40931832920688,38.69886942725744,Good
Very Active,56+,2,8231.997924637273,5.746374088764447,1.5406104505146958,74.95521770401226,33.87842648166357,Fair
Lightly Active,18-25,1,8706.239264245638,8.449703235439117,1.6574117136694784,79.39949641357688,35.46133353307965,Good
Sedentary,18-25,4,11965.636677730381,7.466779226995831,1.5939607785842271,66.64397438336714,43.51858149728486,Good
Sedentary,56+,2,10828.923338305409,8.448601508592699,1.4668526124982892,66.54821019851508,35.56135092041126,Good
Moderately Active,46-55,0,6617.324797253532,6.09797252510935,0.992432237673797,75.41849557601914,31.918319472606772,Fair
Very Active,46-55,1,4194.726102623341,7.4553761919170825,1.2849644351765224,71.94018482737133,34.3203486820036,Fair
Very Active,36-45,2,5932.258633549927,8.759035988726971,2.4356368772832293,71.45642395798053,34.60854273326513,Fair
Sedentary,46-55,3,11623.942322556228,9.021643036668411,2.721203973986987,73.9673359570419,37.81066239937918,Good
Very Active,56+,1,7094.072508822956,7.901948761104445,2.319847715118912,74.91221198236927,34.48450701188142,Fair
Sedentary,46-55,1,7646.749553015757,8.037848338863396,0.43364126802437797,69.0518146716309,41.34490842996795,Good
Lightly Active,46-55,4,11581.707050639418,6.139556571675695,0.9449938408691635,71.57329814301994,42.67364736556823,Good
Very Active,56+,4,8920.737557791927,7.4460909348431965,3.0599927604673196,64.84811583334286,39.01139989479378,Good
Very Active,26-35,3,9888.108035823427,7.179647860401522,2.2382123033985475,72.00387142388733,42.313726314300595,Good
Lightly Active,36-45,3,10550.050200737775,7.442017631164843,2.331134203360344,76.5644864908653,38.03473330671123,Good
Moderately Active,56+,3,9540.935866482525,7.477689779000662,2.9144532779756194,72.74219838157067,39.56693733038629,Good
Very Active,56+,4,10507.346264824846,6.682458962681224,2.206179798251266,73.04403724546971,33.73861061660588,Fair
Moderately Active,18-25,8,10944.0467958038,6.711578849363869,1.8314328519504093,62.59388341547496,44.40668284980112,Good
Very Active,46-55,1,6563.207408168302,6.491590463420636,1.6586564906509382,73.3351971842949,36.551406464450366,Good
Lightly Active,56+,3,8586.235287731222,6.056697398808165,2.391025649173497,67.25829860331656,34.76155357766374,Fair
Very Active,26-35,1,6740.024440582309,7.288850383539153,1.5846829261906117,74.64123566079711,32.825952229505916,Fair
Moderately Active,26-35,3,7645.755972914833,7.331548567399768,1.42991296482855,67.75340496065722,44.96495058757871,Good
Very Active,56+,7,6673.1110899851265,6.568972278819241,2.2908379711013205,69.34350505318116,39.92424134344034,Good
Very Active,18-25,0,8364.343709749122,6.99363263569697,1.5202137383201466,73.26738076691582,32.76764245830645,Fair
Sedentary,18-25,1,6235.147625887082,6.773690096961116,2.026416281333131,70.7323661793325,35.79563363351663,Good
Moderately Active,36-45,2,6620.518929051493,6.455728823886897,2.2836587225570115,70.15054424083348,41.54973150941139,Good
Sedentary,56+,0,4491.975990559078,7.218327501539197,2.532791165070883,69.71514785381457,30.642440017515014,Fair
Lightly Active,56+,2,7884.57073577572,5.51776691476064,1.8638144332401487,78.63342166968324,32.90241438972137,Fair
Lightly Active,26-35,4,7906.567783047227,5.965823715923089,2.710340303393455,73.55787377064667,42.7090153412433,Good
Moderately Active,36-45,1,7306.7116662270355,7.500447722264732,2.326117289993155,74.15405889804344,32.396338819986816,Fair
Sedentary,46-55,1,6682.4042691990635,6.490726952939901,2.4196836900919383,78.40221764908611,35.9726744212995,Good
Very Active,56+,1,9470.101586547524,7.444892527862712,1.8165476329861923,67.97451926414756,36.87671578977843,Good
Lightly Active,36-45,0,7511.923453109227,6.789915418863388,1.3109871495183432,76.18054941605276,34.547482506128766,Fair
Lightly Active,18-25,4,11004.997145830683,8.15330142646207,2.4260093000527005,63.85953380267173,43.86907691387846,Good
Very Active,36-45,0,14129.290347469647,8.438147960646354,1.8943924063006037,69.44871586867912,37.37694239120568,Good
Lightly Active,56+,3,8166.765805540358,9.137080149558503,2.4437953860783224,65.61424669719706,31.42149676606944,Fair
Moderately Active,26-35,6,8800.070884303837,7.283947821480361,1.8805169749849153,65.93423588536342,42.91270073640681,Good
Moderately Active,26-35,3,4468.188457538317,7.299896372982152,1.5236382012039666,70.51675061683342,39.043342451616034,Good
Lightly Active,18-25,2,5567.106357316008,7.4152829356874514,0.7340489584554548,69.92253591393725,33.874243126544414,Fair
Sedentary,26-35,5,8899.065328908746,6.250969932744633,0.3,61.48369959617791,36.36010637655916,Good
Moderately Active,26-35,4,11243.73908513579,8.809410537010624,2.0652463724052175,67.26473660374361,41.08129964646772,Good
Very Active,36-45,3,10102.468050497697,6.433011909027883,1.1204221209314653,76.49097382164015,37.36937709186691,Good
Sedentary,26-35,10,10374.73684059778,6.5189371057395915,1.479260919455016,61.67670744637651,42.13345853695124,Good
Lightly Active,46-55,2,6668.985924830164,7.503785672210169,2.0072894642824575,66.92191604274926,33.14681732851846,Fair
Sedentary,36-45,4,11690.821630935263,6.786244163872031,1.606364954148587,72.71108419396144,36.370616034646034,Good
Sedentary,56+,0,8401.423200991756,7.261495157110949,1.5135685954442681,69.13527609339931,34.83255413427406,Fair
Sedentary,18-25,3,10689.855026513269,5.793913600850477,2.945360188808923,74.0289657220964,42.28451039230853,Good
Very Active,18-25,2,7293.967094818588,8.073208969044464,1.430149174590329,61.7904279328164,38.33227185486245,Good
Lightly Active,56+,1,5411.838937229133,8.664013011339591,2.092329432469467,77.54560650714582,32.63620034777914,Fair
Very Active,56+,2,7086.740076607587,7.049146284685614,2.089138868627288,84.65611938571,31.028550449954594,Fair
Moderately Active,18-25,4,11530.719881728988,8.189504392702803,0.854993029151689,65.92576618834498,39.32676014388472,Good
Moderately Active,56+,2,7593.019390674326,7.157488433277214,2.013676626747072,70.4952909979577,36.00184536325886,Good
Sedentary,56+,5,12224.122333717678,7.1025479764836135,1.3026168425596483,60.068889295381894,37.021019105207884,Good
Sedentary,46-55,1,2462.0253796905126,5.872851027055232,2.2809437892342777,75.93533327314435,34.1616808593216,Fair
Moderately Active,26-35,7,13443.275837687293,7.346623992249704,1.5815087945904582,60.93660542398992,50.13248677308283,Excellent
Moderately Active,36-45,2,9253.333404008265,7.225963644020457,1.1499728143363717,79.16757074574042,38.525808617092224,Good
Moderately Active,56+,3,14414.280673271389,6.986166863710731,3.2334130904803713,72.99014720740863,38.927568393929576,Good
Moderately Active,56+,0,5039.5085842853105,7.537928806137238,0.7310687480486979,75.48139549886625,35.285697367167934,Good
Sedentary,46-55,4,7804.597077341288,6.962626755392374,1.9638818626881824,63.39990768993676,35.89200390335702,Good
Very Active,36-45,3,11513.851146391578,6.600091104434251,2.5667042377397613,72.92010576844342,39.0208787210356,Good
Lightly Active,56+,4,6553.619362543426,7.167279863193145,1.5816950532996146,71.77127501255183,34.65028880932773,Fair
Sedentary,46-55,4,7370.140691446568,7.328282778877451,2.5217901123422775,71.24209167440009,43.447578359770006,Good
Moderately Active,56+,2,5352.516403238806,8.107110260925392,2.7620694545861033,73.47877307326077,36.14858022645635,Good
Moderately Active,46-55,4,11296.497619050326,6.7365056503449425,2.907824850806678,63.17126752739064,39.312537992857735,Good
Moderately Active,26-35,1,7428.427132385588,7.719606232745232,1.4754926402163453,66.30465507249879,39.481307864067674,Good
Lightly Active,56+,3,13073.848177204105,6.792883775213672,3.154967501095413,70.99592806776461,49.930757230620394,Excellent
Very Active,18-25,2,6537.206055530012,7.466218418651278,1.828973992291297,71.3724847578312,37.065999439191174,Good
Moderately Active,26-35,1,6191.885873393387,6.444846160523845,3.279812621791786,75.11076400848118,38.85267067567442,Good
Moderately Active,18-25,2,6296.738912829299,6.698078291514169,0.7706936941637252,72.37648578758447,33.32204279072193,Fair
Sedentary,46-55,5,5088.575140347699,8.888610562224079,2.1514628996359884,68.34373382890625,37.6382869819559,Good
Moderately Active,36-45,0,5187.53796273902,7.456712426086132,1.3140018868704484,73.24398813796618,30.7783608810165,Fair
Moderately Active,26-35,3,11158.50070613955,7.414938287480687,3.239701963121246,78.46322751557773,35.74752395055605,Good
Lightly Active,26-35,5,10671.751413637943,7.724908867543162,2.3011637040601935,59.224081615872656,40.43487937607952,Good
Moderately Active,36-45,8,14155.491974934492,7.980362155127388,2.203034239880834,66.57956716941808,44.31702500523648,Good
Very Active,26-35,2,6298.820671766032,6.281892598909247,1.587542092754953,74.023284318414,32.09989359921313,Fair
Very Active,56+,3,6773.30868921193,7.912359597959242,1.037817782376802,71.79293734641207,34.75791314873704,Fair
Very Active,56+,2,4083.1818085856316,7.686828432975659,1.8008339250548089,73.7843470184035,40.27209421470456,Good
Sedentary,56+,2,8472.334060816025,9.121192003126371,1.9160244426460276,72.22778851307918,33.6316706173288,Fair
Sedentary,36-45,5,7120.52497598791,8.01681086256976,2.44371245344957,71.66319691170327,41.65312556735812,Good
Sedentary,18-25,3,7159.614014492675,6.049264454763421,1.0722548843202357,67.34055354595786,36.25223975950392,Good
Moderately Active,26-35,3,8884.825962115941,5.695440893957598,2.777840604279546,73.93825870475666,39.53834892473731,Good
Lightly Active,56+,2,11940.947036134894,8.899298672825426,2.0418494149214865,67.65219876142932,39.28575856599196,Good
Very Active,56+,3,9412.154468589588,6.573174727858463,2.506015940576138,70.68851726585358,38.44704651746038,Good
Sedentary,18-25,4,1041.5330869211775,6.409243115220289,0.6971658548056867,69.3715539365091,35.51220554511928,Good
Lightly Active,36-45,2,8856.89790336668,7.071886038196911,2.5761024091529987,66.821261959096,39.936019568151494,Good
Lightly Active,46-55,5,6157.7812493012225,6.973139812967595,1.781897605162269,73.31647596902131,39.822452683483,Good
Very Active,36-45,6,13819.554667809927,8.514021298428311,2.7791161709409984,62.90634232581967,41.32135732501222,Good
Sedentary,46-55,6,11763.563939520576,6.339314073159448,0.3,74.96978199933133,41.947708531109505,Good
Moderately Active,18-25,3,8946.738626871409,6.6218715866286715,1.818126258340014,66.3089350574178,35.80229382523542,Good
Lightly Active,18-25,2,9104.173788107093,7.724850937935731,2.2586915643608254,73.64489914898725,38.13577304295691,Good
Lightly Active,18-25,4,10648.266325823972,7.2687313062637795,1.729155909241871,67.24630099705611,41.1846751845848,Good
Sedentary,26-35,1,6539.607022975034,7.632357845900826,1.837468449198271,77.45596851678393,36.23360618839798,Good
Lightly Active,18-25,3,10291.47602706352,6.7651380878821215,1.3863523796123711,71.494778197227,35.929291010088185,Good
Sedentary,18-25,3,6407.065315049533,6.811628589586189,2.203975505477031,73.8902218681661,36.65266050898304,Good
Moderately Active,56+,3,11014.7557567849,8.069708202985206,1.471208139782926,64.6014781829939,37.89893668775285,Good
Lightly Active,56+,5,4147.921894495559,6.748174570514645,1.6410550366188312,71.4811327982469,40.577833192651255,Good
Moderately Active,26-35,3,15664.074818588739,7.503020505859229,3.6818990766109563,71.44262845282763,43.563348912756325,Good
Sedentary,36-45,6,10227.588185165012,5.797401678618609,0.6595784199696424,67.28385996816294,43.49153381589459,Good
Sedentary,46-55,0,5536.609143222306,7.182015501992379,2.5282391692190505,71.64042744326716,33.19189632479666,Fair
Lightly Active,18-25,0,15705.50705093502,7.840399634517375,2.0689390445313998,76.09253402231782,39.53689554176042,Good
Lightly Active,36-45,3,10727.620824529185,7.081274210569994,2.702445500634029,73.30564203718234,40.38988945656172,Good
Lightly Active,36-45,2,7771.704961907473,7.313531766772324,2.001726428060403,78.50130674152017,33.547242707902,Fair
Very Active,46-55,4,8150.455350277818,7.102413758020134,2.5739186610996745,73.26789626489845,43.63636635179792,Good
Moderately Active,26-35,5,13475.93245667022,7.712610457142381,2.158962178188907,69.16318292113283,43.85524024784644,Good
Lightly Active,56+,2,6707.48492098511,5.738111404495089,1.3590913476875768,74.02207514387386,38.38537759729044,Good
Sedentary,18-25,2,6192.343077214734,8.078035595014418,2.05950097802806,74.09526655874417,32.49424106201408,Fair
Very Active,46-55,3,12081.455083897377,7.872782846493404,2.1348727565209136,67.59131793577943,40.08562709022745,Good
Lightly Active,36-45,2,11987.701003083377,6.000496866539322,3.1765282057767923,69.09049665437944,39.81943800373988,Good
Very Active,26-35,2,6177.60376342796,6.208636275297689,1.372980476991163,75.28951598038837,34.63601570182416,Fair
Moderately Active,56+,3,13086.735838894358,7.3758231751212335,1.2795001225762301,68.11820036043346,36.598758617243895,Good
Lightly Active,18-25,4,5539.862616587488,6.151832037790595,2.480144577600343,71.7632304067545,37.70079122075262,Good
Lightly Active,46-55,3,11172.427089515275,7.150238947373682,1.9297761398655464,70.7443887740206,41.7222406452455,Good
Very Active,26-35,2,11075.571132099143,7.180095762491221,2.109853707925861,67.67853255439707,34.87696998474155,Fair
Lightly Active,18-25,7,11642.039245701604,7.727089387711612,2.1316574554324,61.23331390522894,44.69948314305486,Good
Sedentary,36-45,1,6578.545791461861,4.636405548658743,1.8630916340010921,68.09527170573293,32.7506200816247,Fair
Sedentary,56+,5,14307.407324101558,7.5797691854136335,1.5673134754846918,70.7158092200029,43.83346253256893,Good
Moderately Active,56+,2,5894.336258036872,7.685436287589676,2.824007657086929,69.19882124814497,37.86214414552315,Good
Lightly Active,46-55,2,7856.545448768922,7.380151812259402,0.34957036457410506,78.89095076217073,33.950956350637504,Fair
Sedentary,26-35,3,9662.222259945731,8.43784383763654,2.2345795136106665,66.09229712331776,42.04538257683839,Good
Lightly Active,26-35,5,8310.494891228747,8.124334472183088,2.3394992765012854,72.03236076378353,46.41554905990268,Excellent
Lightly Active,46-55,2,11122.346123491272,7.359145508123362,0.34613519985757146,80.55162663196171,46.53402623693039,Excellent
Sedentary,26-35,2,5810.091498924118,6.579979694216644,1.6531090174617533,76.89608218032092,31.95928086514581,Fair
Very Active,36-45,2,10241.41847711158,7.5132287935074045,2.5175759682219754,73.70639517547438,37.41082636521704,Good
Very Active,18-25,3,9173.67226183312,6.353198534147406,1.5764557339000427,74.99486314466586,40.14989399905709,Good
Very Active,36-45,3,8434.252429369839,6.549383443577528,1.2991411999461606,69.41781163405605,38.70783201294413,Good
Sedentary,26-35,3,6366.550998596582,6.003590427135461,2.230259256661966,81.0834273825469,33.874000630046595,Fair
Sedentary,36-45,3,7514.508965406296,6.780634150463778,0.3,81.77196429797335,37.28578859673242,Good
Moderately Active,46-55,3,11010.962835239827,7.444305672605046,0.6034005449279107,65.61153518681908,44.1936196231911,Good
Lightly Active,26-35,5,13400.647069070112,6.540019228839447,0.7217940886753944,67.24485896299309,40.151892546113885,Good
Lightly Active,36-45,1,8719.76805937395,7.805963531364707,2.170421824684398,68.62843192540312,31.055380294290096,Fair
Moderately Active,26-35,4,9067.849166453469,8.01778960799016,2.814286488822119,74.51267864367959,39.342125495345314,Good
Lightly Active,18-25,1,6078.33616224614,7.298790021777934,0.8698896501775244,69.92694753543658,36.05947352284631,Good
Very Active,26-35,6,5324.418725838327,8.975513974589912,1.5736273097223483,62.02999595115766,41.59996607730414,Good
Moderately Active,46-55,2,12605.264640733934,7.792726623487536,2.2068586831670864,71.895144501364,36.69099818606179,Good
Lightly Active,56+,2,7176.243118346058,7.782647660066332,1.0716611364340263,72.08381741736915,37.93861259873983,Good
Moderately Active,46-55,7,12345.188830830952,6.27156429003957,3.3193709703124474,63.06149617007572,41.323916499370185,Good
Moderately Active,26-35,1,5531.262532833075,7.305216358699836,1.66191723530251,79.02120172727983,35.27753118869181,Good
Sedentary,18-25,0,6701.359552115558,7.581910215984534,1.9559347444556836,70.46682658728247,34.09211720040826,Fair
Very Active,18-25,2,9344.763372800837,7.974727596924225,2.276275189481772,63.360134248493935,38.56563611759565,Good
Sedentary,18-25,3,7846.7667999466885,7.2651060272179455,1.9335208621485902,73.56178347317875,43.31779704346664,Good
Very Active,26-35,3,10847.748151951733,6.450164348187077,1.4541014974008808,75.79608538841715,39.477487475702034,Good
Sedentary,56+,2,12093.413783129476,7.316115550184161,2.001993314223048,74.34040889217626,35.778589389157176,Good
Lightly Active,36-45,1,8180.940873922888,5.907875212842584,0.6152431555616653,80.68079926828558,35.74789047914712,Good
Lightly Active,26-35,4,10127.056003752834,7.750442555892335,0.8684040308424388,64.05613295181482,44.06100988091244,Good
Moderately Active,56+,3,9255.354026531259,5.9230131513306965,2.1449994583985355,67.18163508676737,43.636878611168555,Good
Sedentary,46-55,4,14850.951528720841,6.065208776786775,1.9963268794407163,70.69421892171921,42.53344352779942,Good
Sedentary,18-25,4,6613.775447207903,8.094405911730812,1.565319213992717,67.6289765231573,37.614803616626475,Good
Very Active,18-25,4,9556.591273781401,6.687427635001694,2.432694783121832,67.82751098268119,37.42931811393136,Good
Sedentary,36-45,5,16485.971935803205,5.768150291014546,2.889131258521096,66.04651184483697,53.06860411506136,Excellent
Moderately Active,56+,3,5807.431711014459,7.225233567782294,2.1698762481420593,67.35817448549403,36.666052363598276,Good
Sedentary,18-25,4,11180.256760875971,7.394695153891116,1.3258224540292871,74.46474560594947,43.70095208165997,Good
Sedentary,46-55,5,9580.121339107038,7.115813880595679,2.510724228103013,70.88686288524336,40.810811392182046,Good
Sedentary,36-45,2,6137.439363507538,7.254916489131827,3.0786665711543297,70.30634758426207,33.16735520623319,Fair
Sedentary,26-35,0,9430.204222524664,5.875757462874139,0.9321859529935568,72.0941593742215,39.58668075875583,Good
Sedentary,26-35,0,1000.0,6.7783932681498005,1.6899931625859563,70.71094937739191,26.216429273888043,Fair
Lightly Active,46-55,3,4580.3772415527965,9.014302529322599,2.1233492650713917,68.91404308775176,39.00170767731751,Good
Sedentary,26-35,2,11276.21961783733,7.609342885762377,1.493918736431797,69.68982902484305,41.24097344725934,Good
Sedentary,56+,1,10213.611800898907,6.096703433281984,1.9163639777526615,72.9686103583363,40.740990547116155,Good
Lightly Active,56+,3,5519.152876921677,7.141766420343088,1.7205146364770678,66.12603100773069,39.33772747717193,Good
Sedentary,36-45,3,11387.726086597027,7.522963723314721,2.1097085432423492,73.05478414047747,37.78648978336001,Good
Moderately Active,56+,5,8637.366150823384,6.613249965347728,1.1573219374619939,68.73799041565772,44.498026106295285,Good
Very Active,26-35,4,9857.508198170046,6.86777178440099,3.037330529147349,68.48141200088202,44.31377285448136,Good
Sedentary,36-45,1,8060.363155816374,6.931672070365691,0.9142397500622883,74.38115932852868,37.449856237156496,Good
Moderately Active,36-45,4,12861.77354934634,8.276520684943799,1.710220861398444,70.18730945798815,39.914948358345924,Good
Very Active,26-35,3,10498.122991181017,7.634035618304942,1.5162885451744577,66.70625699869187,35.98796366894467,Good
Lightly Active,46-55,4,9923.161458185401,7.653533898253834,1.6653617531419969,69.80157634755538,35.453753106448,Good
Moderately Active,18-25,0,8199.912320673473,5.938557242426808,1.6912457616043421,72.92702953497826,36.75495659445376,Good
Very Active,18-25,3,7951.457089408299,7.184779188003361,1.7830242573735948,70.53643761330858,41.019315876186255,Good
Very Active,36-45,6,11098.514590313267,5.84541704859504,3.1301473933747253,65.24157118608046,33.706411503612685,Fair
Lightly Active,56+,2,12438.579787689885,7.128501292981618,1.3867243205056594,70.32734224882043,38.78239796267329,Good
Lightly Active,18-25,8,11190.936613466325,6.386182731635989,1.6182273300477599,64.65202115074086,42.286713388133506,Good
Lightly Active,36-45,4,9958.193950495912,6.453357049060353,1.4170688834948089,68.86069571493596,41.69580882925533,Good
Moderately Active,26-35,1,7519.613655047029,6.4708890286480205,1.2549908324923518,73.3240810479833,33.83282170621491,Fair
Moderately Active,56+,5,8864.803530765155,9.596720298049489,2.3139816438732623,67.04923360637571,39.606504770285724,Good
Lightly Active,46-55,3,4642.0251578227935,6.975916562577251,1.784201101224842,68.1605883716953,34.687083223198066,Fair
Lightly Active,26-35,0,5462.955048576773,6.149478093310596,0.943570698658647,77.00840642336021,35.08875244447449,Good
Very Active,18-25,2,10020.956467356178,8.08049807903909,0.840603429609302,62.79101706224088,39.282862159006996,Good
Moderately Active,26-35,2,12158.152290540835,6.678936431923622,1.7115973435136642,72.61529618276845,41.44441966819001,Good
Sedentary,56+,2,5962.716351397816,6.885715720797187,3.086172294418807,68.87499307750448,34.93797231285578,Fair
Moderately Active,56+,4,10493.383904083641,6.102014085218448,1.2629378854885474,74.79650523822224,43.33875913765176,Good
Sedentary,36-45,3,8335.205364204545,5.9171820431066,1.4603058320844282,65.69837451693813,36.94424626794751,Good
Moderately Active,56+,2,6842.789851851999,4.704256445399428,1.677667789752561,73.27319897580588,44.57155025969719,Good
Very Active,18-25,0,8929.571192754034,6.911490456160549,2.7714256441768925,75.25411105269063,37.58501216107882,Good
Lightly Active,36-45,2,9030.459744641972,6.703611663730104,2.3875005832380403,74.97133517123379,42.761814039945705,Good
Moderately Active,36-45,5,9495.004376203215,8.76060706243543,2.1896811499291045,61.68512942035063,40.05514109942579,Good
Sedentary,46-55,4,7792.248320172722,7.199841084581052,1.0389033245279702,64.09120681556392,43.44791220611074,Good
Sedentary,18-25,3,9592.93723088647,8.204795640452458,1.468189049220629,70.05027842581403,35.50228223421347,Good
Very Active,56+,4,11584.77556216248,8.607520742160215,1.982296481487865,70.34289168520093,36.91218006697052,Good
Moderately Active,26-35,2,8182.945960067372,7.770712459265108,0.9687298124596673,73.43352373095867,39.077910217713935,Good
Moderately Active,46-55,3,14657.553572055978,7.5282913214799505,0.7428084937780142,72.43455144434286,42.47171162950327,Good
Moderately Active,36-45,2,9574.650818033515,7.2728208217282235,1.5920941714958075,74.22222289530225,42.815362432507314,Good
Lightly Active,56+,1,7084.023141924255,7.1892107737861926,0.6437291643804215,81.60175847046749,42.45932252922193,Good
Sedentary,18-25,7,8810.98244049204,7.0701940676636745,1.8824660451517077,63.75365640578541,37.74808390032284,Good
Lightly Active,46-55,3,9887.639785333395,5.630465427366476,2.610665417008185,70.80252712594512,38.03513701548496,Good
Lightly Active,18-25,7,9886.102273975011,7.865056611715598,2.095418789783289,56.615623890041185,44.80110876316392,Good
Very Active,46-55,5,11394.791648247961,7.149305657354871,2.9101786981743776,69.57198924500423,38.66942159339161,Good
Lightly Active,56+,3,7671.772591299649,6.080778510053462,1.438652858038873,68.71513918397272,33.33114832682393,Fair
Very Active,56+,2,9165.14859625971,7.752142286180771,0.9729496763353586,70.95346156379244,39.7256864876672,Good
Very Active,46-55,4,5293.855670319395,8.05029813575921,2.0305337071725917,68.78197505297942,34.97354264002936,Fair
Moderately Active,26-35,6,7686.979623965688,5.633802256967507,1.9599744758731354,63.68869512996277,37.43382646640156,Good
Moderately Active,18-25,4,9199.573265774216,6.144968251610083,0.7767272366793196,73.21375653385736,39.45412774743802,Good
Moderately Active,36-45,1,10483.318624360847,7.762523373579185,1.6699950417352745,67.80590278340014,35.924827974331315,Good
Very Active,26-35,3,9363.13398390074,7.793835749320232,2.6140399115816306,66.59813170911775,40.11885231856588,Good
Very Active,46-55,2,9321.961960621906,5.047795745495999,2.735816053535639,70.80944043524009,35.09175680564961,Good
Sedentary,26-35,3,9224.770854619448,7.100282179735505,2.2547427919013128,66.82938259897789,43.542063275586784,Good
Sedentary,18-25,4,6076.018527379356,6.50451531647304,2.195801552284001,64.84995629310883,33.38104791371887,Fair
Sedentary,18-25,4,7369.780836374652,7.8853049060637765,2.600256819332989,66.29536865446944,40.102351007187174,Good
Very Active,18-25,2,12500.156709345381,8.847599908579024,2.1487166626377014,68.62436609958138,37.99112543781083,Good
Sedentary,46-55,1,7968.364595531188,7.234339143891295,2.73515971448343,81.33696982762774,37.05190274086003,Good
Lightly Active,18-25,4,6577.282220675811,6.10982408400385,1.6464969761200074,73.45014836225339,35.11248379059011,Good
Sedentary,36-45,5,10024.19042088374,8.113740401618434,2.2130346186985275,67.01554581520061,37.88026598564298,Good
Sedentary,36-45,2,14399.70905738816,4.9116401075550105,2.1130033017085657,71.36964509249415,49.3643068403075,Excellent
Lightly Active,46-55,0,6900.290021241915,7.630287265780306,2.5115207745742865,71.43326881986356,36.307073039486916,Good
Very Active,36-45,1,10685.879787135453,9.102248428204962,2.9693414685905104,66.14381282842488,39.780582137585796,Good
Moderately Active,26-35,6,7596.891266046194,5.769476228776195,2.1926079914638734,65.00452464209287,35.50759839241109,Good
Very Active,26-35,2,10904.419510369951,9.25474651018355,1.4037580086369725,68.09695239611706,41.66199061024462,Good
Lightly Active,26-35,9,12193.94099284714,7.411525648006068,1.4901903490570465,63.07551889648302,46.862163395579266,Excellent
Very Active,56+,5,12813.453359370125,7.7350839460080705,2.2838786460100247,64.46013717746519,45.54975037932886,Excellent
Lightly Active,26-35,2,10180.285606721982,5.388955726806164,1.9976147989923079,73.6720508646795,39.33276288940013,Good
Sedentary,56+,4,9794.080999291542,6.7779754890852715,0.7229381523511917,73.58951728594647,46.005479704638525,Excellent
Moderately Active,46-55,3,10575.50291542694,7.94431178027295,2.002311307503808,78.76556875584926,42.50926401315172,Good
Lightly Active,46-55,3,10066.78294177192,7.0169746020720885,2.123854696077708,62.85051219193455,39.59230939870211,Good
Lightly Active,46-55,3,10005.027177049808,5.467900353779262,1.9942513014034335,71.41378713310954,40.57808704098973,Good
